Suburb,Type,Price,Postcode,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,zipcode,airbnb_record_count,airbnb_price_mean
Airport West,u,440000.0,3042.0,192.0,,,Moonee Valley,-37.7177,144.8787,,,
Airport West,h,755000.0,3042.0,596.0,,,Moonee Valley,-37.7248,144.8699,,,
Airport West,t,700000.0,3042.0,165.0,,,Moonee Valley,-37.727,144.887,,,
Airport West,h,830000.0,3042.0,971.0,,,Moonee Valley,-37.7186,144.876,,,
Airport West,u,462500.0,3042.0,164.0,,,Moonee Valley,-37.7218,144.8863,,,
Airport West,h,670000.0,3042.0,657.0,,,Moonee Valley,-37.7269,144.8742,,,
Airport West,h,675000.0,3042.0,612.0,,,Moonee Valley,-37.7187,144.8765,,,
Airport West,h,1042000.0,3042.0,612.0,,,Moonee Valley,-37.7173,144.8796,,,
Airport West,h,910000.0,3042.0,775.0,,,Moonee Valley,-37.7231,144.8835,,,
Airport West,h,773000.0,3042.0,531.0,,,Moonee Valley,-37.7263,144.8679,,,
Airport West,h,810000.0,3042.0,555.0,,,Moonee Valley,-37.7285,144.8694,,,
Airport West,h,715000.0,3042.0,422.0,,,Moonee Valley,-37.7164,144.8792,,,
Airport West,h,790000.0,3042.0,614.0,,,Moonee Valley,-37.7194,144.8827,,,
Airport West,t,540000.0,3042.0,161.0,,,Moonee Valley,-37.7231,144.8802,,,
Airport West,t,825000.0,3042.0,293.0,,,Moonee Valley,-37.72,144.8776,,,
Airport West,h,685000.0,3042.0,579.0,,,Moonee Valley,-37.7226,144.8733,,,
Airport West,h,805000.0,3042.0,623.0,,,Moonee Valley,-37.7184,144.882,,,
Airport West,u,510000.0,3042.0,141.0,,,Moonee Valley,-37.7202,144.8797,,,
Airport West,h,612000.0,3042.0,212.0,,,Moonee Valley,-37.7181,144.8824,,,
Airport West,h,662000.0,3042.0,612.0,,,Moonee Valley,-37.7169,144.8815,,,
Airport West,h,978000.0,3042.0,532.0,,,Moonee Valley,-37.7263,144.869,,,
Airport West,h,720000.0,3042.0,585.0,,,Moonee Valley,-37.72,144.878,,,
Airport West,h,765000.0,3042.0,509.0,,,Moonee Valley,-37.7261,144.8785,,,
Airport West,h,900000.0,3042.0,628.0,,,Moonee Valley,-37.7256,144.8739,,,
Albert Park,h,1275000.0,3206.0,120.0,,,Port Phillip,-37.8459,144.9555,3206.0,122.0,229.41803278688525
Albert Park,h,1455000.0,3206.0,159.0,,,Port Phillip,-37.845,144.9538,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,211.0,,,Port Phillip,-37.8481,144.9499,3206.0,122.0,229.41803278688525
Albert Park,h,1850000.0,3206.0,128.0,,,Port Phillip,-37.8452,144.9488,3206.0,122.0,229.41803278688525
Albert Park,h,1436000.0,3206.0,130.0,,,Port Phillip,-37.8431,144.9565,3206.0,122.0,229.41803278688525
Albert Park,h,1110000.0,3206.0,147.0,,,Port Phillip,-37.8444,144.9484,3206.0,122.0,229.41803278688525
Albert Park,h,1550000.0,3206.0,167.0,,,Port Phillip,-37.8405,144.9521,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,153.0,,,Port Phillip,-37.8447,144.9523,3206.0,122.0,229.41803278688525
Albert Park,t,1550000.0,3206.0,718.0,,,Port Phillip,-37.8443,144.9598,3206.0,122.0,229.41803278688525
Albert Park,h,1800000.0,3206.0,132.0,,,Port Phillip,-37.8415,144.952,3206.0,122.0,229.41803278688525
Albert Park,h,2120000.0,3206.0,199.0,,,Port Phillip,-37.8422,144.9554,3206.0,122.0,229.41803278688525
Albert Park,h,1800000.0,3206.0,253.0,,,Port Phillip,-37.8443,144.9579,3206.0,122.0,229.41803278688525
Albert Park,h,1800000.0,3206.0,90.0,,,Port Phillip,-37.8421,144.9571,3206.0,122.0,229.41803278688525
Albert Park,h,1810000.0,3206.0,240.0,,,Port Phillip,-37.8379,144.9539,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,177.0,,,Port Phillip,-37.8415,144.9585,3206.0,122.0,229.41803278688525
Albert Park,h,2100000.0,3206.0,237.0,,,Port Phillip,-37.8436,144.9557,3206.0,122.0,229.41803278688525
Albert Park,h,1300000.0,3206.0,129.0,,,Port Phillip,-37.8422,144.94899999999996,3206.0,122.0,229.41803278688525
Albert Park,h,1370000.0,3206.0,0.0,,,Port Phillip,-37.8451,144.9511,3206.0,122.0,229.41803278688525
Albert Park,h,1000000.0,3206.0,288.0,,,Port Phillip,-37.8407,144.9523,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,228.0,,,Port Phillip,-37.8445,144.9501,3206.0,122.0,229.41803278688525
Albert Park,h,1322500.0,3206.0,149.0,,,Port Phillip,-37.8443,144.9481,3206.0,122.0,229.41803278688525
Albert Park,h,1562500.0,3206.0,141.0,,,Port Phillip,-37.8424,144.9562,3206.0,122.0,229.41803278688525
Albert Park,h,2000000.0,3206.0,211.0,,,Port Phillip,-37.847,144.9575,3206.0,122.0,229.41803278688525
Albert Park,h,1900000.0,3206.0,209.0,,,Port Phillip,-37.8468,144.9546,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,147.0,,,Port Phillip,-37.8473,144.9551,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,327.0,,,Port Phillip,-37.8467,144.9475,3206.0,122.0,229.41803278688525
Albert Park,u,647000.0,3206.0,0.0,,,Port Phillip,-37.846,144.9542,3206.0,122.0,229.41803278688525
Albert Park,h,2100000.0,3206.0,120.0,,,Port Phillip,-37.8427,144.9546,3206.0,122.0,229.41803278688525
Albert Park,h,2000000.0,3206.0,238.0,,,Port Phillip,-37.8461,144.9528,3206.0,122.0,229.41803278688525
Albert Park,u,442500.0,3206.0,0.0,,,Port Phillip,-37.8421,144.9517,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,330.0,,,Port Phillip,-37.8477,144.9558,3206.0,122.0,229.41803278688525
Albert Park,h,1340000.0,3206.0,136.0,,,Port Phillip,-37.846,144.9517,3206.0,122.0,229.41803278688525
Albert Park,h,1801000.0,3206.0,202.0,,,Port Phillip,-37.8429,144.9493,3206.0,122.0,229.41803278688525
Albert Park,h,1532000.0,3206.0,0.0,,,Port Phillip,-37.8415,144.9585,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,325.0,,,Port Phillip,-37.8413,144.95,3206.0,122.0,229.41803278688525
Albert Park,h,2140000.0,3206.0,183.0,,,Port Phillip,-37.8434,144.9495,3206.0,122.0,229.41803278688525
Albert Park,h,1750000.0,3206.0,162.0,,,Port Phillip,-37.8416,144.9488,3206.0,122.0,229.41803278688525
Albert Park,h,980000.0,3206.0,79.0,,,Port Phillip,-37.8387,144.9519,3206.0,122.0,229.41803278688525
Albert Park,h,2030000.0,3206.0,152.0,,,Port Phillip,-37.8488,144.9551,3206.0,122.0,229.41803278688525
Albert Park,h,1740000.0,3206.0,147.0,,,Port Phillip,-37.8448,144.9453,3206.0,122.0,229.41803278688525
Albert Park,h,,3206.0,0.0,,,Port Phillip,-37.8399,144.9577,3206.0,122.0,229.41803278688525
Albert Park,h,985000.0,3206.0,81.0,,,Port Phillip,-37.8411,144.9497,3206.0,122.0,229.41803278688525
Alphington,h,2000000.0,3078.0,853.0,,,Darebin,-37.7707,145.0318,,,
Alphington,h,1110000.0,3078.0,208.0,,,Yarra,-37.7854,145.0325,,,
Alphington,h,1492000.0,3078.0,411.0,,,Darebin,-37.7713,145.0279,,,
Alphington,h,1717500.0,3078.0,599.0,,,Darebin,-37.7717,145.031,,,
Alphington,h,,3078.0,809.0,,,Darebin,-37.775,145.0268,,,
Alphington,u,525500.0,3078.0,88.0,,,Darebin,-37.7791,145.0306,,,
Alphington,t,805000.0,3078.0,155.0,,,Darebin,-37.7804,145.0308,,,
Alphington,u,465000.0,3078.0,0.0,,,Darebin,-37.7773,145.0314,,,
Alphington,h,2000000.0,3078.0,686.0,,,Darebin,-37.78,145.0341,,,
Alphington,h,1540000.0,3078.0,592.0,,,Darebin,-37.7755,145.0288,,,
Alphington,u,820000.0,3078.0,183.0,,,Darebin,-37.7747,145.0264,,,
Alphington,h,1830000.0,3078.0,606.0,,,Darebin,-37.7743,145.0316,,,
Alphington,h,2100000.0,3078.0,575.0,,,Darebin,-37.7723,145.0319,,,
Alphington,h,865000.0,3078.0,180.0,,,Darebin,-37.7802,145.0243,,,
Alphington,u,390000.0,3078.0,0.0,,,Darebin,-37.7773,145.0314,,,
Alphington,t,650000.0,3078.0,0.0,,,Yarra,-37.7848,145.025,,,
Alphington,u,512000.0,3078.0,0.0,,,Darebin,-37.7805,145.0262,,,
Alphington,h,1165000.0,3078.0,979.0,,,Yarra,-37.7792,145.029,,,
Alphington,h,1900000.0,3078.0,556.0,,,Yarra,-37.7844,145.0225,,,
Alphington,h,1485000.0,3078.0,597.0,,,Darebin,-37.7781,145.0284,,,
Alphington,h,1950000.0,3078.0,589.0,,,Darebin,-37.7719,145.0309,,,
Altona,h,520000.0,3018.0,352.0,,,Hobsons Bay,-37.87,144.825,,,
Altona,h,1525000.0,3018.0,729.0,,,Hobsons Bay,-37.8721,144.8105,,,
Altona,t,720000.0,3018.0,292.0,,,Hobsons Bay,-37.8687,144.8197,,,
Altona,h,1120000.0,3018.0,506.0,,,Hobsons Bay,-37.8693,144.8375,,,
Altona,h,780000.0,3018.0,655.0,,,Hobsons Bay,-37.868,144.8154,,,
Altona,h,1780000.0,3018.0,1057.0,,,Hobsons Bay,-37.8681,144.819,,,
Altona,u,630000.0,3018.0,311.0,,,Hobsons Bay,-37.8702,144.8143,,,
Altona,u,406000.0,3018.0,65.0,,,Hobsons Bay,-37.8693,144.8171,,,
Altona,h,660000.0,3018.0,602.0,,,Hobsons Bay,-37.8616,144.8116,,,
Altona,h,683500.0,3018.0,530.0,,,Hobsons Bay,-37.8594,144.817,,,
Altona,u,580000.0,3018.0,225.0,,,Hobsons Bay,-37.8696,144.827,,,
Altona,h,1335000.0,3018.0,777.0,,,Hobsons Bay,-37.8697,144.8249,,,
Altona,t,800000.0,3018.0,280.0,,,Hobsons Bay,-37.8734,144.8143,,,
Altona,u,510000.0,3018.0,127.0,,,Hobsons Bay,-37.8686,144.8182,,,
Altona,h,1070000.0,3018.0,695.0,,,Hobsons Bay,-37.8733,144.8147,,,
Altona,u,425000.0,3018.0,115.0,,,Hobsons Bay,-37.871,144.8185,,,
Altona,u,605000.0,3018.0,230.0,,,Hobsons Bay,-37.8646,144.827,,,
Altona,t,705000.0,3018.0,197.0,,,Hobsons Bay,-37.8579,144.8181,,,
Altona,u,391000.0,3018.0,0.0,,,Hobsons Bay,-37.8678,144.8384,,,
Altona,u,440000.0,3018.0,0.0,,,Hobsons Bay,-37.8659,144.83100000000005,,,
Altona,h,845000.0,3018.0,745.0,,,Hobsons Bay,-37.8658,144.8155,,,
Altona,t,743000.0,3018.0,211.0,,,Hobsons Bay,-37.8698,144.816,,,
Altona,u,730000.0,3018.0,69.0,,,Hobsons Bay,-37.868,144.8286,,,
Altona,h,635000.0,3018.0,625.0,,,Hobsons Bay,-37.8611,144.8114,,,
Altona,u,620000.0,3018.0,168.0,,,Hobsons Bay,-37.8676,144.8202,,,
Altona,u,447000.0,3018.0,137.0,,,Hobsons Bay,-37.8655,144.8299,,,
Altona,u,730000.0,3018.0,70.0,,,Hobsons Bay,-37.868,144.8287,,,
Altona,h,678000.0,3018.0,606.0,,,Hobsons Bay,-37.8608,144.8124,,,
Altona,u,580000.0,3018.0,175.0,,,Hobsons Bay,-37.8687,144.8268,,,
Altona,h,712000.0,3018.0,363.0,,,Hobsons Bay,-37.8674,144.8375,,,
Altona,h,840000.0,3018.0,534.0,,,Hobsons Bay,-37.86,144.8245,,,
Altona,h,980000.0,3018.0,724.0,,,Hobsons Bay,-37.8672,144.817,,,
Altona,t,605100.0,3018.0,265.0,,,Hobsons Bay,-37.8583,144.8172,,,
Altona,h,880000.0,3018.0,577.0,,,Hobsons Bay,-37.8699,144.8235,,,
Altona,u,577000.0,3018.0,205.0,,,Hobsons Bay,-37.8684,144.815,,,
Altona,h,1030000.0,3018.0,797.0,,,Hobsons Bay,-37.8663,144.8387,,,
Altona,u,605000.0,3018.0,181.0,,,Hobsons Bay,-37.8659,144.822,,,
Altona,h,753000.0,3018.0,529.0,,,Hobsons Bay,-37.8612,144.8247,,,
Altona,h,857000.0,3018.0,675.0,,,Hobsons Bay,-37.8653,144.8129,,,
Altona,h,1500000.0,3018.0,929.0,,,Hobsons Bay,-37.8651,144.832,,,
Altona,u,730000.0,3018.0,70.0,,,Hobsons Bay,-37.868,144.8285,,,
Altona,h,900000.0,3018.0,697.0,,,Hobsons Bay,-37.871,144.8075,,,
Altona,h,740000.0,3018.0,604.0,,,Hobsons Bay,-37.8631,144.8195,,,
Altona,h,931000.0,3018.0,532.0,,,Hobsons Bay,-37.8637,144.8365,,,
Altona,h,535600.0,3018.0,154.0,,,Hobsons Bay,-37.8646,144.8272,,,
Altona North,h,1085000.0,3025.0,592.0,,,Hobsons Bay,-37.8388,144.8567,,,
Altona North,h,781000.0,3025.0,533.0,,,Hobsons Bay,-37.8291,144.835,,,
Altona North,h,750000.0,3025.0,554.0,,,Hobsons Bay,-37.8449,144.85,,,
Altona North,t,421000.0,3025.0,77.0,,,Hobsons Bay,-37.8351,144.8529,,,
Altona North,h,1405000.0,3025.0,655.0,,,Hobsons Bay,-37.8338,144.8562,,,
Altona North,h,683000.0,3025.0,534.0,,,Hobsons Bay,-37.8284,144.8355,,,
Altona North,h,623000.0,3025.0,540.0,,,Hobsons Bay,-37.8267,144.8368,,,
Altona North,h,720000.0,3025.0,0.0,,,Hobsons Bay,-37.8379,144.8583,,,
Altona North,h,588000.0,3025.0,328.0,,,Hobsons Bay,-37.838,144.8555,,,
Altona North,h,710000.0,3025.0,540.0,,,Hobsons Bay,-37.8294,144.8378,,,
Altona North,h,875000.0,3025.0,559.0,,,Hobsons Bay,-37.8448,144.8529,,,
Altona North,h,700000.0,3025.0,554.0,,,Hobsons Bay,-37.8449,144.85,,,
Altona North,t,640000.0,3025.0,252.0,,,Hobsons Bay,-37.8397,144.8602,,,
Altona North,h,650000.0,3025.0,558.0,,,Hobsons Bay,-37.8451,144.8529,,,
Altona North,h,675000.0,3025.0,171.0,,,Hobsons Bay,-37.8337,144.8554,,,
Altona North,h,708000.0,3025.0,585.0,,,Hobsons Bay,-37.8258,144.8523,,,
Altona North,h,965000.0,3025.0,851.0,,,Hobsons Bay,-37.8345,144.8444,,,
Altona North,h,680000.0,3025.0,551.0,,,Hobsons Bay,-37.8254,144.8514,,,
Altona North,h,770000.0,3025.0,602.0,,,Hobsons Bay,-37.8327,144.8451,,,
Altona North,h,923000.0,3025.0,740.0,,,Hobsons Bay,-37.8269,144.8455,,,
Altona North,h,693000.0,3025.0,315.0,,,Hobsons Bay,-37.8391,144.8467,,,
Altona North,h,620000.0,3025.0,276.0,,,Hobsons Bay,-37.8262,144.8443,,,
Altona North,h,728500.0,3025.0,531.0,,,Hobsons Bay,-37.8277,144.8385,,,
Altona North,h,931000.0,3025.0,590.0,,,Hobsons Bay,-37.8382,144.8649,,,
Altona North,h,988000.0,3025.0,715.0,,,Hobsons Bay,-37.8423,144.8632,,,
Altona North,h,590000.0,3025.0,561.0,,,Hobsons Bay,-37.8444,144.8491,,,
Altona North,h,610000.0,3025.0,691.0,,,Hobsons Bay,-37.834,144.8553,,,
Altona North,h,815000.0,3025.0,555.0,,,Hobsons Bay,-37.8318,144.8388,,,
Altona North,h,970000.0,3025.0,708.0,,,Hobsons Bay,-37.833,144.8494,,,
Altona North,h,760000.0,3025.0,668.0,,,Hobsons Bay,-37.8262,144.8439,,,
Altona North,t,847500.0,3025.0,252.0,,,Hobsons Bay,-37.8393,144.8568,,,
Altona North,h,1200000.0,3025.0,633.0,,,Hobsons Bay,-37.8375,144.8541,,,
Altona North,h,700000.0,3025.0,557.0,,,Hobsons Bay,-37.8441,144.8505,,,
Altona North,h,625000.0,3025.0,536.0,,,Hobsons Bay,-37.8285,144.8351,,,
Altona North,u,292000.0,3025.0,153.0,,,Hobsons Bay,-37.8332,144.8649,,,
Armadale,u,599000.0,3143.0,0.0,,,Stonnington,-37.8543,145.0262,,,
Armadale,u,550000.0,3143.0,861.0,,,Stonnington,-37.8539,145.0284,,,
Armadale,u,995000.0,3143.0,0.0,,,Stonnington,-37.8552,145.016,,,
Armadale,t,1205000.0,3143.0,101.0,,,Stonnington,-37.854,145.0135,,,
Armadale,h,1939000.0,3143.0,296.0,,,Stonnington,-37.8614,145.0274,,,
Armadale,u,421500.0,3143.0,0.0,,,Stonnington,-37.853,145.0167,,,
Armadale,h,1870000.0,3143.0,217.0,,,Stonnington,-37.8592,145.0182,,,
Armadale,u,678000.0,3143.0,0.0,,,Stonnington,-37.8538,145.0127,,,
Armadale,t,1918000.0,3143.0,0.0,,,Stonnington,-37.8537,145.0267,,,
Armadale,u,660000.0,3143.0,0.0,,,Stonnington,-37.8619,145.0257,,,
Armadale,h,2050000.0,3143.0,205.0,,,Stonnington,-37.8574,145.0281,,,
Armadale,u,700000.0,3143.0,0.0,,,Stonnington,-37.8552,145.016,,,
Armadale,u,,3143.0,0.0,,,Stonnington,-37.8555,145.0291,,,
Armadale,h,,3143.0,,,,Stonnington,-37.858,145.0111,,,
Armadale,h,1525000.0,3143.0,693.0,,,Stonnington,-37.8638,145.0229,,,
Armadale,u,735000.0,3143.0,,,,Stonnington,-37.8543,145.0262,,,
Armadale,u,825000.0,3143.0,0.0,,,Stonnington,-37.8528,145.0268,,,
Armadale,t,1586000.0,3143.0,246.0,,,Stonnington,-37.8566,145.0116,,,
Armadale,u,645000.0,3143.0,0.0,,,Stonnington,-37.8596,145.0198,,,
Armadale,h,1435000.0,3143.0,144.0,,,Stonnington,-37.8564,145.0228,,,
Armadale,u,280000.0,3143.0,0.0,,,Stonnington,-37.8619,145.0185,,,
Armadale,u,400000.0,3143.0,0.0,,,Stonnington,-37.8605,145.0185,,,
Armadale,h,1780000.0,3143.0,0.0,,,Stonnington,-37.8537,145.0267,,,
Armadale,u,592500.0,3143.0,0.0,,,Stonnington,-37.8574,145.0174,,,
Armadale,h,1210000.0,3143.0,249.0,,,Stonnington,-37.8543,145.016,,,
Armadale,h,,3143.0,624.0,,,Stonnington,-37.8536,145.0173,,,
Armadale,u,390000.0,3143.0,881.0,,,Stonnington,-37.8614,145.0222,,,
Armadale,h,1800000.0,3143.0,405.0,,,Stonnington,-37.8545,145.0145,,,
Armadale,h,,3143.0,495.0,,,Stonnington,-37.8613,145.0264,,,
Armadale,u,324000.0,3143.0,0.0,,,Stonnington,-37.8537,145.0114,,,
Armadale,h,,3143.0,,,,Stonnington,-37.8602,145.013,,,
Armadale,h,1125000.0,3143.0,169.0,,,Stonnington,-37.851,145.0161,,,
Armadale,h,,3143.0,301.0,,,Stonnington,-37.8511,145.0167,,,
Armadale,h,,3143.0,336.0,,,Stonnington,-37.8558,145.015,,,
Armadale,h,1900000.0,3143.0,207.0,,,Stonnington,-37.8571,145.0224,,,
Armadale,u,440000.0,3143.0,0.0,,,Stonnington,-37.8531,145.0115,,,
Armadale,u,490000.0,3143.0,0.0,,,Stonnington,-37.8646,145.0247,,,
Armadale,h,,3143.0,316.0,,,Stonnington,-37.8521,145.019,,,
Armadale,h,1300000.0,3143.0,212.0,,,Stonnington,-37.8542,145.0149,,,
Armadale,u,732000.0,3143.0,0.0,,,Stonnington,-37.8597,145.0104,,,
Armadale,u,704000.0,3143.0,0.0,,,Stonnington,-37.8573,145.0186,,,
Armadale,u,620000.0,3143.0,0.0,,,Stonnington,-37.8596,145.0198,,,
Armadale,h,1900000.0,3143.0,328.0,,,Stonnington,-37.8559,145.0158,,,
Armadale,u,315000.0,3143.0,0.0,,,Stonnington,-37.8575,145.0174,,,
Armadale,u,450000.0,3143.0,0.0,,,Stonnington,-37.8509,145.0203,,,
Armadale,u,710000.0,3143.0,,,,Stonnington,-37.8573,145.0186,,,
Armadale,u,872000.0,3143.0,1194.0,,,Stonnington,-37.8604,145.0147,,,
Armadale,u,598000.0,3143.0,0.0,,,Stonnington,-37.8593,145.0156,,,
Armadale,h,1285000.0,3143.0,186.0,,,Stonnington,-37.8554,145.0173,,,
Armadale,h,,3143.0,421.0,,,Stonnington,-37.8593,145.0275,,,
Armadale,u,520000.0,3143.0,0.0,,,Stonnington,-37.8618,145.0183,,,
Armadale,h,,3143.0,709.0,,,Stonnington,-37.8574,145.016,,,
Armadale,h,,3143.0,563.0,,,Stonnington,-37.8582,145.0138,,,
Armadale,t,1101000.0,3143.0,103.0,,,Stonnington,-37.8542,145.0135,,,
Armadale,h,,3143.0,617.0,,,Stonnington,-37.8557,145.0264,,,
Armadale,h,2000000.0,3143.0,544.0,,,Stonnington,-37.8611,145.0195,,,
Armadale,u,869000.0,3143.0,0.0,,,Stonnington,-37.853,145.0264,,,
Armadale,h,,3143.0,617.0,,,Stonnington,-37.8611,145.0271,,,
Armadale,u,565000.0,3143.0,0.0,,,Stonnington,-37.8573,145.0112,,,
Armadale,u,567000.0,3143.0,0.0,,,Stonnington,-37.8549,145.0113,,,
Armadale,u,546000.0,3143.0,0.0,,,Stonnington,-37.8568,145.0161,,,
Armadale,u,471500.0,3143.0,0.0,,,Stonnington,-37.8503,145.0185,,,
Ascot Vale,u,455000.0,3032.0,0.0,,,Moonee Valley,-37.7756,144.9165,3032.0,176.0,111.61363636363636
Ascot Vale,h,940000.0,3032.0,298.0,,,Moonee Valley,-37.7777,144.9195,3032.0,176.0,111.61363636363636
Ascot Vale,u,467000.0,3032.0,0.0,,,Moonee Valley,-37.7761,144.9201,3032.0,176.0,111.61363636363636
Ascot Vale,h,1380000.0,3032.0,277.0,,,Moonee Valley,-37.7777,144.9221,3032.0,176.0,111.61363636363636
